time,member_id,TREFHT
2006-01-01 00:00:00,002,280.4581755057798
2006-01-02 00:00:00,002,282.8215006842643
2006-01-03 00:00:00,002,284.2897806282588
2006-01-04 00:00:00,002,283.5433967832188
2006-01-05 00:00:00,002,281.405146318244
2006-01-06 00:00:00,002,280.2512182692753
2006-01-07 00:00:00,002,283.32658889628874
2006-01-08 00:00:00,002,280.1265796217397
2006-01-09 00:00:00,002,281.97660346436135
2006-01-10 00:00:00,002,280.0848089472007
2006-01-11 00:00:00,002,281.6597832081338
2006-01-12 00:00:00,002,280.46201363890265
2006-01-13 00:00:00,002,278.445490301523
2006-01-14 00:00:00,002,276.13399431510584
2006-01-15 00:00:00,002,275.47631977333805
2006-01-16 00:00:00,002,278.6679739198916
2006-01-17 00:00:00,002,280.92816731254567
2006-01-18 00:00:00,002,281.60061366177183
2006-01-19 00:00:00,002,281.13178481760076
2006-01-20 00:00:00,002,280.2864803421731
2006-01-21 00:00:00,002,280.07406089033424
2006-01-22 00:00:00,002,281.5473415035732
2006-01-23 00:00:00,002,283.413115263797
2006-01-24 00:00:00,002,280.79165213312365
2006-01-25 00:00:00,002,280.3556292399046
2006-01-26 00:00:00,002,280.53870589266336
2006-01-27 00:00:00,002,280.543515213709
2006-01-28 00:00:00,002,280.76662779124746
2006-01-29 00:00:00,002,281.66948702435513
2006-01-30 00:00:00,002,285.29515138499374
2006-01-31 00:00:00,002,281.6430650567531
2006-02-01 00:00:00,002,275.3406485087682
2006-02-02 00:00:00,002,275.4491070654525
2006-02-03 00:00:00,002,279.93653964235773
2006-02-04 00:00:00,002,281.8054453714236
2006-02-05 00:00:00,002,280.57987092085375
2006-02-06 00:00:00,002,278.19605357008345
2006-02-07 00:00:00,002,279.63144826880466
2006-02-08 00:00:00,002,279.17651515799764
2006-02-09 00:00:00,002,279.537752654655
2006-02-10 00:00:00,002,282.88616507270444
2006-02-11 00:00:00,002,283.50733691559935
2006-02-12 00:00:00,002,278.845893245497
2006-02-13 00:00:00,002,279.06776710225523
2006-02-14 00:00:00,002,280.20283997312566
2006-02-15 00:00:00,002,276.9494262034637
2006-02-16 00:00:00,002,276.6407351229796
2006-02-17 00:00:00,002,275.98189944874633
2006-02-18 00:00:00,002,282.370870662711
2006-02-19 00:00:00,002,282.81921995929713
2006-02-20 00:00:00,002,280.1809344749369
2006-02-21 00:00:00,002,276.05922040201915
2006-02-22 00:00:00,002,274.3688616426602
2006-02-23 00:00:00,002,277.1666787114736
2006-02-24 00:00:00,002,278.08954216971654
2006-02-25 00:00:00,002,280.0649651323191
2006-02-26 00:00:00,002,284.8827330021231
2006-02-27 00:00:00,002,284.0403936508964
2006-02-28 00:00:00,002,282.64321675327466
2006-03-01 00:00:00,002,283.26623410222635
2006-03-02 00:00:00,002,279.7962847626305
2006-03-03 00:00:00,002,278.5202698810218
2006-03-04 00:00:00,002,278.57809615883843
2006-03-05 00:00:00,002,278.2049988554033
2006-03-06 00:00:00,002,279.6047202060693
2006-03-07 00:00:00,002,280.02664991317783
2006-03-08 00:00:00,002,280.3689555139495
2006-03-09 00:00:00,002,280.76604798170064
2006-03-10 00:00:00,002,278.7171313962074
2006-03-11 00:00:00,002,277.9819798134097
2006-03-12 00:00:00,002,277.7185775013343
2006-03-13 00:00:00,002,278.6626300704616
2006-03-14 00:00:00,002,278.562316580226
2006-03-15 00:00:00,002,282.8418979304242
2006-03-16 00:00:00,002,283.57212953864433
2006-03-17 00:00:00,002,284.2501246927231
2006-03-18 00:00:00,002,285.92224263989306
2006-03-19 00:00:00,002,282.6633502103069
2006-03-20 00:00:00,002,282.4872321122206
2006-03-21 00:00:00,002,280.8896394929336
2006-03-22 00:00:00,002,279.92053523252713
2006-03-23 00:00:00,002,277.7333506845671
2006-03-24 00:00:00,002,275.99530059534055
2006-03-25 00:00:00,002,277.4714663885019
2006-03-26 00:00:00,002,278.6210229937154
2006-03-27 00:00:00,002,276.7836110752458
2006-03-28 00:00:00,002,279.0039622177077
2006-03-29 00:00:00,002,280.3194191477851
2006-03-30 00:00:00,002,279.9643028491885
2006-03-31 00:00:00,002,281.65341789537774
2006-04-01 00:00:00,002,281.50119442356265
2006-04-02 00:00:00,002,281.0239428689702
2006-04-03 00:00:00,002,280.16382698870115
2006-04-04 00:00:00,002,280.1314853235509
2006-04-05 00:00:00,002,280.48713578590946
2006-04-06 00:00:00,002,278.05717690601097
2006-04-07 00:00:00,002,275.69194905052046
