time,member_id,TREFHT
2006-01-01 00:00:00,001,286.3489959916757
2006-01-02 00:00:00,001,283.7233158816549
2006-01-03 00:00:00,001,282.36030305614696
2006-01-04 00:00:00,001,278.23502542326685
2006-01-05 00:00:00,001,279.474895831731
2006-01-06 00:00:00,001,276.14278113763675
2006-01-07 00:00:00,001,274.7303564805604
2006-01-08 00:00:00,001,274.30893305253187
2006-01-09 00:00:00,001,274.5958462569931
2006-01-10 00:00:00,001,274.9166276078321
2006-01-11 00:00:00,001,282.8908947354295
2006-01-12 00:00:00,001,284.4788511970576
2006-01-13 00:00:00,001,281.23963342564025
2006-01-14 00:00:00,001,276.3970597000079
2006-01-15 00:00:00,001,275.6383166924711
2006-01-16 00:00:00,001,273.4233229661211
2006-01-17 00:00:00,001,273.89304021103254
2006-01-18 00:00:00,001,278.15802572393625
2006-01-19 00:00:00,001,279.5628248709767
2006-01-20 00:00:00,001,277.204932732025
2006-01-21 00:00:00,001,275.29786404237916
2006-01-22 00:00:00,001,275.6310379236228
2006-01-23 00:00:00,001,275.5986935956899
2006-01-24 00:00:00,001,276.2006222672474
2006-01-25 00:00:00,001,280.2276712146243
2006-01-26 00:00:00,001,280.34753498041687
2006-01-27 00:00:00,001,282.4353629675407
2006-01-28 00:00:00,001,281.1926753816721
2006-01-29 00:00:00,001,281.3728713745681
2006-01-30 00:00:00,001,283.5070787454503
2006-01-31 00:00:00,001,281.4057830241074
2006-02-01 00:00:00,001,278.14441108570264
2006-02-02 00:00:00,001,278.8350414841932
2006-02-03 00:00:00,001,280.71384449824313
2006-02-04 00:00:00,001,280.8175846578518
2006-02-05 00:00:00,001,281.58328368648125
2006-02-06 00:00:00,001,280.2725502771585
2006-02-07 00:00:00,001,279.5060572499689
2006-02-08 00:00:00,001,279.1542906369324
2006-02-09 00:00:00,001,278.1096070191455
2006-02-10 00:00:00,001,277.5365531552584
2006-02-11 00:00:00,001,279.5306588323255
2006-02-12 00:00:00,001,279.54576325899785
2006-02-13 00:00:00,001,279.15021280193787
2006-02-14 00:00:00,001,277.152880054202
2006-02-15 00:00:00,001,279.71612031085965
2006-02-16 00:00:00,001,282.0865957833723
2006-02-17 00:00:00,001,282.7327482962798
2006-02-18 00:00:00,001,282.47172695583095
2006-02-19 00:00:00,001,282.5266449521173
2006-02-20 00:00:00,001,282.11707014574773
2006-02-21 00:00:00,001,281.86022744001605
